,qid,no,doc,rel
1255,36,0,clueweb12-0811wb-41-17778,1
1256,36,0,clueweb12-0909wb-33-05396,0
1257,36,0,clueweb12-0106wb-88-35636,1
1258,36,0,clueweb12-0809wb-15-15640,2
1259,36,0,clueweb12-0402wb-07-02434,0
1260,36,0,clueweb12-1010wb-98-22884,0
1261,36,0,clueweb12-0400wb-78-21731,0
1262,36,0,clueweb12-0603wb-60-05967,2
1263,36,0,clueweb12-0807wb-83-13280,1
1264,36,0,clueweb12-0312wb-12-24452,1
1265,36,0,clueweb12-1908wb-84-19687,2
1266,36,0,clueweb12-1209wb-07-34640,0
1267,36,0,clueweb12-1803wb-12-16033,1
1268,36,0,clueweb12-0808wb-91-15482,2
1269,37,0,clueweb12-0402wb-68-02125,2
1270,37,0,clueweb12-0715wb-87-16268,0
1271,37,0,clueweb12-0610wb-70-08892,0
1272,37,0,clueweb12-0608wb-53-05451,0
1273,37,0,clueweb12-0604wb-40-13247,2
1274,37,0,clueweb12-0600wb-80-28389,0
1275,37,0,clueweb12-0507wb-24-20527,1
1276,37,0,clueweb12-0403wb-85-02767,2
1278,37,0,clueweb12-0304wb-93-00468,0
1279,37,0,clueweb12-1400wb-78-13606,0
1280,37,0,clueweb12-0308wb-16-24256,0
1281,37,0,clueweb12-1612wb-13-28615,0
1282,37,0,clueweb12-0917wb-66-04068,0
1283,37,0,clueweb12-0013wb-42-28563,0
1284,37,0,clueweb12-1102wb-88-01486,0
1286,37,0,clueweb12-0917wb-28-21747,0
1287,37,0,clueweb12-1501wb-91-10835,0
1288,37,0,clueweb12-0010wb-65-15025,1
1289,37,0,clueweb12-0110wb-73-23384,1
1291,38,0,clueweb12-1901wb-05-26083,2
1293,38,0,clueweb12-1707wb-89-24903,0
1294,38,0,clueweb12-1901wb-45-11161,2
1295,38,0,clueweb12-1901wb-58-27766,2
1296,38,0,clueweb12-1906wb-05-18875,0
1297,38,0,clueweb12-0302wb-98-19930,2
1298,38,0,clueweb12-0911wb-62-03109,0
1300,38,0,clueweb12-0008wb-01-22768,2
1302,38,0,clueweb12-1905wb-41-13649,1
1303,38,0,clueweb12-1703wb-43-10532,0
1304,38,0,clueweb12-1211wb-42-11177,0
1305,38,0,clueweb12-1703wb-05-02807,0
1306,38,0,clueweb12-0713wb-45-17843,0
1308,38,0,clueweb12-1405wb-02-03221,0
1309,38,0,clueweb12-1510wb-84-20336,1
1310,38,0,clueweb12-1510wb-22-14528,1
1312,38,0,clueweb12-0818wb-75-11294,0
1314,38,0,clueweb12-0907wb-07-20070,2
1315,38,0,clueweb12-0713wb-53-13630,2
1316,38,0,clueweb12-1019wb-76-09608,0
1317,38,0,clueweb12-0210wb-72-31778,0
1318,38,0,clueweb12-0715wb-50-06050,0
1319,38,0,clueweb12-0001wb-14-28536,1
1320,38,0,clueweb12-0302wb-45-24914,2
1321,38,0,clueweb12-0007wb-51-04310,2
1322,38,0,clueweb12-0910wb-42-11487,0
1323,38,0,clueweb12-1307wb-20-28441,0
1324,38,0,clueweb12-0408wb-96-15656,0
1325,38,0,clueweb12-0013wb-70-04555,2
1326,39,0,clueweb12-0807wb-54-10265,0
1327,39,0,clueweb12-1607wb-93-11368,0
1328,39,0,clueweb12-1002wb-63-02863,0
1329,39,0,clueweb12-1712wb-14-23904,0
1330,39,0,clueweb12-1501wb-75-17959,0
1331,39,0,clueweb12-1607wb-90-15673,0
1332,39,0,clueweb12-1107wb-64-17768,0
1333,39,0,clueweb12-0010wb-56-24468,0
1334,39,0,clueweb12-0805wb-13-19989,2
1335,39,0,clueweb12-0410wb-60-16559,0
1336,39,0,clueweb12-0103wb-77-02056,0
1337,39,0,clueweb12-0100wb-51-28412,0
1339,39,0,clueweb12-0708wb-65-09836,2
1341,39,0,clueweb12-0808wb-02-07169,0
1342,39,0,clueweb12-0902wb-51-05594,0
1343,39,0,clueweb12-0806wb-47-22790,2
1344,39,0,clueweb12-0805wb-68-24695,0
1345,39,0,clueweb12-1110wb-47-12286,0
1346,39,0,clueweb12-1107wb-63-03651,0
1347,39,0,clueweb12-1107wb-63-03640,0
1348,39,0,clueweb12-0808wb-94-08172,0
1349,39,0,clueweb12-1910wb-42-11295,0
1350,39,0,clueweb12-1800wb-07-01548,2
1351,39,0,clueweb12-1608wb-57-31571,2
1352,39,0,clueweb12-1607wb-97-29821,2
1353,39,0,clueweb12-1607wb-16-32221,0
1354,39,0,clueweb12-1606wb-98-09446,0
1355,39,0,clueweb12-1606wb-98-09444,1
1356,39,0,clueweb12-1108wb-64-01070,0
1357,39,0,clueweb12-1307wb-59-20116,0
1359,39,0,clueweb12-1606wb-93-28198,1
1360,39,0,clueweb12-0810wb-07-00834,0
1361,39,0,clueweb12-0901wb-05-13517,2
1362,39,0,clueweb12-1000wb-47-12194,1
1364,39,0,clueweb12-1107wb-61-03308,0
1365,39,0,clueweb12-1008wb-39-04736,1
1366,39,0,clueweb12-1600tw-12-07481,1
1367,40,0,clueweb12-1608wb-39-15329,0
1368,40,0,clueweb12-1700tw-30-03487,0
1369,40,0,clueweb12-0811wb-62-19220,0
1370,40,0,clueweb12-1200tw-76-05864,0
1371,40,0,clueweb12-1414wb-85-24273,0
1372,40,0,clueweb12-1600wb-65-34268,1
1373,40,0,clueweb12-1000tw-91-10055,0
1374,40,0,clueweb12-1500tw-65-20888,0
1375,40,0,clueweb12-0300tw-05-10074,1
1376,40,0,clueweb12-1802wb-05-13478,0
1379,40,0,clueweb12-0608wb-04-17231,0
1380,40,0,clueweb12-1211wb-51-06927,0
1381,40,0,clueweb12-0610wb-50-15688,1
1382,40,0,clueweb12-0305wb-01-23352,0
1383,40,0,clueweb12-1416wb-41-24860,0
1385,40,0,clueweb12-1406wb-87-14958,0
1386,40,0,clueweb12-0207wb-99-14613,1
1387,40,0,clueweb12-1008wb-99-04940,0
1388,40,0,clueweb12-0205wb-24-30454,0
1389,40,0,clueweb12-0604wb-65-25567,1
1390,40,0,clueweb12-1100tw-64-01206,2
1391,40,0,clueweb12-0700tw-41-20357,0
1392,40,0,clueweb12-0700tw-61-06573,0
1393,40,0,clueweb12-0700tw-61-08228,0
1395,40,0,clueweb12-0716wb-20-08246,0
1396,40,0,clueweb12-0805wb-58-15744,0
1397,40,0,clueweb12-0603wb-54-15526,0
1399,40,0,clueweb12-1700wb-01-13464,0
1401,40,0,clueweb12-0500tw-35-13168,1
1402,40,0,clueweb12-0717wb-48-13632,1
1403,40,0,clueweb12-0604wb-56-11825,0
1404,40,0,clueweb12-1700wb-29-15033,2
1405,40,0,clueweb12-1300tw-27-17207,0
1406,40,0,clueweb12-1100tw-55-05936,2
1408,41,0,clueweb12-0910wb-82-00582,0
1409,41,0,clueweb12-1807wb-56-15900,0
1410,41,0,clueweb12-0504wb-15-08357,1
1411,41,0,clueweb12-0811wb-62-19235,0
1412,41,0,clueweb12-0812wb-54-13502,0
1413,41,0,clueweb12-1303wb-54-19497,0
1414,41,0,clueweb12-1019wb-89-08624,0
1415,41,0,clueweb12-1200tw-73-17729,0
1416,41,0,clueweb12-0904wb-79-16676,0
1417,41,0,clueweb12-0912wb-23-20206,0
1418,41,0,clueweb12-1000tw-15-15359,0
1419,41,0,clueweb12-1500tw-99-08040,1
1420,41,0,clueweb12-1701wb-83-09766,1
1421,41,0,clueweb12-0902wb-18-09608,1
1422,41,0,clueweb12-1800tw-19-14131,0
1423,41,0,clueweb12-1811wb-20-17075,0
1424,41,0,clueweb12-1806wb-48-15172,0
1425,41,0,clueweb12-1810wb-91-29971,1
1426,41,0,clueweb12-1810wb-29-08411,0
1427,41,0,clueweb12-1811wb-20-17069,0
1428,41,0,clueweb12-0100wb-64-09088,0
1429,41,0,clueweb12-0200tw-75-15719,0
1430,41,0,clueweb12-0900tw-22-04857,0
1431,41,0,clueweb12-0700tw-76-06892,0
1432,41,0,clueweb12-1810wb-68-27990,0
1433,41,0,clueweb12-0300tw-70-13919,1
1434,41,0,clueweb12-1907wb-01-11577,0
1435,41,0,clueweb12-0502wb-66-14804,0
1436,41,0,clueweb12-1811wb-94-11940,0
1437,41,0,clueweb12-0012wb-24-09782,1
1438,41,0,clueweb12-0101wb-28-14787,0
1439,41,0,clueweb12-0103wb-55-01821,0
1440,41,0,clueweb12-0103wb-55-01823,0
1441,41,0,clueweb12-0103wb-55-01824,0
1442,41,0,clueweb12-0103wb-55-01827,0
1443,41,0,clueweb12-0103wb-64-00039,0
1444,41,0,clueweb12-0103wb-49-20082,0
1445,41,0,clueweb12-1311wb-44-25723,2
1446,42,0,clueweb12-0907wb-47-21734,1
1447,42,0,clueweb12-0605wb-11-04119,0
1448,42,0,clueweb12-0013wb-63-19436,1
1449,42,0,clueweb12-1204wb-48-10019,0
1450,42,0,clueweb12-1107wb-18-05975,1
1451,42,0,clueweb12-1200tw-64-17534,0
1452,42,0,clueweb12-1201tw-11-02989,0
1453,42,0,clueweb12-1513wb-32-06260,1
1454,42,0,clueweb12-1413wb-26-16194,1
1455,42,0,clueweb12-1413wb-37-25590,1
1456,42,0,clueweb12-1105wb-60-26395,1
1457,42,0,clueweb12-1606wb-99-02364,0
1458,42,0,clueweb12-1409wb-32-07261,1
1459,42,0,clueweb12-1805wb-71-25252,1
1460,42,0,clueweb12-1210wb-16-20489,2
1461,42,0,clueweb12-1315wb-99-09294,1
1462,42,0,clueweb12-0804wb-40-12001,1
1463,42,0,clueweb12-1600wb-94-14761,1
1464,42,0,clueweb12-0813wb-98-18808,2
1467,42,0,clueweb12-0303wb-02-03850,0
1468,42,0,clueweb12-0101wb-47-04374,1
1469,42,0,clueweb12-0011wb-84-29580,1
1470,42,0,clueweb12-0010wb-31-20763,0
1471,42,0,clueweb12-0302wb-86-15969,0
1472,42,0,clueweb12-0407wb-08-22096,1
1473,42,0,clueweb12-0001wb-98-34575,0
1474,42,0,clueweb12-0012wb-39-03557,0
1475,42,0,clueweb12-0908wb-96-25350,0
1476,42,0,clueweb12-1802wb-70-11887,1
1477,42,0,clueweb12-1302wb-51-02875,0
1478,42,0,clueweb12-1614wb-30-19351,0
1479,42,0,clueweb12-0010wb-31-20748,1
1480,42,0,clueweb12-1105wb-56-01275,0
1481,42,0,clueweb12-0009wb-50-25076,0
1482,43,0,clueweb12-1109wb-30-01631,0
1483,43,0,clueweb12-1905wb-38-16188,2
1484,43,0,clueweb12-0013wb-51-14440,0
1486,43,0,clueweb12-0302wb-98-01738,0
1487,43,0,clueweb12-1114wb-72-26318,0
1488,43,0,clueweb12-0006wb-05-13707,1
1489,43,0,clueweb12-0010wb-67-19089,1
1490,43,0,clueweb12-0909wb-63-22345,1
1491,43,0,clueweb12-1011wb-94-04144,0
1492,43,0,clueweb12-0000tw-41-11179,1
1493,43,0,clueweb12-1011wb-33-24536,0
1494,43,0,clueweb12-0009wb-03-30498,0
1495,43,0,clueweb12-0310wb-40-08436,0
1496,43,0,clueweb12-0300wb-45-13005,0
1497,43,0,clueweb12-0910wb-37-22210,0
1498,43,0,clueweb12-0007wb-49-21319,1
1499,43,0,clueweb12-0100wb-20-00103,0
1500,43,0,clueweb12-0104wb-56-33524,0
1501,43,0,clueweb12-0309wb-00-05830,0
1502,43,0,clueweb12-0310wb-29-14258,0
1503,43,0,clueweb12-0309wb-00-05832,0
1504,43,0,clueweb12-0309wb-00-05837,1
1505,43,0,clueweb12-0309wb-10-21240,1
1506,43,0,clueweb12-0309wb-52-23919,0
1507,43,0,clueweb12-1504wb-75-12538,1
1508,43,0,clueweb12-0309wb-00-05831,0
1512,44,0,clueweb12-0500tw-03-01920,2
1513,44,0,clueweb12-0400tw-57-01844,2
1515,44,0,clueweb12-0708wb-20-21287,1
1517,44,0,clueweb12-1000tw-34-04903,1
1518,44,0,clueweb12-1013wb-52-18135,1
1519,44,0,clueweb12-1214wb-60-24100,0
1520,44,0,clueweb12-0500tw-13-02022,0
1521,44,0,clueweb12-0406wb-73-30730,0
1523,44,0,clueweb12-0307wb-34-06422,0
1524,44,0,clueweb12-1503wb-82-23039,2
1525,44,0,clueweb12-0301tw-49-05598,1
1526,44,0,clueweb12-1009wb-87-03034,0
1528,44,0,clueweb12-0108wb-40-12031,1
1529,44,0,clueweb12-0112wb-04-02955,0
1530,44,0,clueweb12-0112wb-28-13818,1
1531,44,0,clueweb12-0400tw-71-20378,2
1532,44,0,clueweb12-0400tw-04-11178,1
1533,44,0,clueweb12-0310wb-14-26442,0
1534,44,0,clueweb12-0310wb-67-05507,0
1535,44,0,clueweb12-0007wb-81-03040,1
1536,44,0,clueweb12-0713wb-10-00963,0
1537,44,0,clueweb12-0712wb-46-00113,0
1538,44,0,clueweb12-1110wb-89-11230,1
1540,44,0,clueweb12-1000tw-79-08953,1
1542,44,0,clueweb12-1106wb-89-22267,2
1543,44,0,clueweb12-0005wb-89-08505,1
1544,45,0,clueweb12-0906wb-01-14788,1
1545,45,0,clueweb12-0600wb-95-26225,1
1546,45,0,clueweb12-0601wb-34-13975,0
1547,45,0,clueweb12-0302wb-77-14376,1
1548,45,0,clueweb12-0700tw-48-02518,2
1550,45,0,clueweb12-0209wb-15-24354,0
1551,45,0,clueweb12-1215wb-68-21189,0
1553,45,0,clueweb12-1213wb-79-10873,2
1554,45,0,clueweb12-1214wb-15-02048,0
1556,45,0,clueweb12-0211wb-32-15688,1
1557,45,0,clueweb12-0400tw-90-01251,2
1558,45,0,clueweb12-0405wb-15-24301,0
1560,45,0,clueweb12-0400wb-13-05830,2
1561,45,0,clueweb12-0409wb-46-20373,0
1562,45,0,clueweb12-1310wb-00-13486,0
1563,45,0,clueweb12-1214wb-70-17956,0
1564,45,0,clueweb12-0311wb-92-24335,0
1565,45,0,clueweb12-0210wb-75-04935,0
1566,45,0,clueweb12-1712wb-22-03898,1
1567,45,0,clueweb12-1215wb-14-24514,0
1568,45,0,clueweb12-1416wb-41-24860,1
1569,45,0,clueweb12-0100wb-11-27243,2
1570,45,0,clueweb12-0914wb-86-01298,1
1571,45,0,clueweb12-0908wb-62-12247,1
1572,45,0,clueweb12-1415wb-58-25083,1
1573,45,0,clueweb12-0502wb-13-19055,0
1574,45,0,clueweb12-0715wb-09-18610,0
1575,45,0,clueweb12-1414wb-85-24273,1
1576,45,0,clueweb12-1415wb-05-11351,1
1577,45,0,clueweb12-1106wb-34-04258,0
1578,45,0,clueweb12-1414wb-78-29559,1
1579,45,0,clueweb12-0001wb-72-30848,0
1580,45,0,clueweb12-0306wb-06-22129,0
1581,45,0,clueweb12-0412wb-28-28067,0
1582,45,0,clueweb12-0814wb-91-27540,1
1583,46,0,clueweb12-1715wb-31-22014,0
1584,46,0,clueweb12-0106wb-15-00715,0
1585,46,0,clueweb12-1313wb-74-02250,0
1586,46,0,clueweb12-0201wb-99-15565,0
1587,46,0,clueweb12-0200tw-56-16827,1
1588,46,0,clueweb12-0003wb-36-29713,0
1589,46,0,clueweb12-0204wb-48-29299,0
1590,46,0,clueweb12-0101wb-78-30258,1
1591,46,0,clueweb12-0301wb-04-09571,1
1592,46,0,clueweb12-0400tw-92-03963,0
1593,46,0,clueweb12-0501wb-34-00383,0
1594,46,0,clueweb12-0105wb-09-29919,0
1596,46,0,clueweb12-0200tw-77-03520,0
1597,46,0,clueweb12-1713wb-80-23457,0
1598,46,0,clueweb12-0300wb-78-19020,1
1599,46,0,clueweb12-0000wb-01-01157,0
1600,46,0,clueweb12-0800tw-14-13924,0
1601,46,0,clueweb12-1713wb-72-19194,0
1602,46,0,clueweb12-1000wb-49-12655,0
1603,46,0,clueweb12-0603wb-95-24387,1
1604,46,0,clueweb12-1813wb-37-18719,0
1605,46,0,clueweb12-0304wb-47-10787,1
1606,46,0,clueweb12-0400tw-92-03964,0
1607,46,0,clueweb12-0106wb-80-20990,0
1608,46,0,clueweb12-1711wb-47-32373,0
1609,46,0,clueweb12-0812wb-85-15967,0
1610,46,0,clueweb12-1713wb-33-14473,0
1611,46,0,clueweb12-1100tw-69-07411,0
1612,46,0,clueweb12-1002wb-27-05922,0
1613,46,0,clueweb12-0900tw-04-12128,0
1614,46,0,clueweb12-0817wb-98-06373,0
1615,46,0,clueweb12-0814wb-98-06196,0
1616,46,0,clueweb12-0814wb-83-33048,1
1617,46,0,clueweb12-1713wb-94-12356,1
1618,46,0,clueweb12-0802wb-60-10268,0
1619,46,0,clueweb12-1108wb-76-12238,0
1622,47,0,clueweb12-1201tw-05-20559,2
1626,47,0,clueweb12-1401wb-56-06199,0
1628,47,0,clueweb12-1807wb-81-18935,2
1629,47,0,clueweb12-1003wb-25-25432,1
1630,47,0,clueweb12-1300tw-41-04386,0
1631,47,0,clueweb12-1115wb-17-21271,2
1632,47,0,clueweb12-0200wb-38-16527,0
1634,47,0,clueweb12-1700tw-34-15501,0
1636,47,0,clueweb12-0305wb-22-23662,1
1637,47,0,clueweb12-0606wb-72-06029,1
1638,47,0,clueweb12-1200tw-59-05935,2
1639,47,0,clueweb12-0011wb-67-09731,1
1640,47,0,clueweb12-0012wb-37-27406,2
1641,47,0,clueweb12-1904wb-72-22380,1
1642,47,0,clueweb12-0201wb-89-02246,0
1643,47,0,clueweb12-0011wb-38-28913,0
1644,47,0,clueweb12-1907wb-34-12176,1
1645,47,0,clueweb12-0900tw-89-02071,2
1646,47,0,clueweb12-0200wb-15-17177,1
1647,47,0,clueweb12-0407wb-78-04939,1
1648,47,0,clueweb12-0601wb-95-26704,0
1649,47,0,clueweb12-0711wb-59-11043,0
1650,47,0,clueweb12-1400tw-27-10180,0
1651,47,0,clueweb12-0000tw-00-14115,1
1652,47,0,clueweb12-0410wb-26-28017,0
1653,47,0,clueweb12-1000tw-02-19343,2
1654,47,0,clueweb12-1906wb-51-06336,0
1655,48,0,clueweb12-0800tw-59-13885,0
1656,48,0,clueweb12-1810wb-90-14886,0
1657,48,0,clueweb12-0713wb-71-11750,0
1658,48,0,clueweb12-0712wb-94-14296,0
1659,48,0,clueweb12-0401tw-08-08720,0
1660,48,0,clueweb12-0200wb-18-20201,1
1661,48,0,clueweb12-0714wb-70-21526,0
1662,48,0,clueweb12-1005wb-29-31674,0
1663,48,0,clueweb12-0003wb-64-06142,0
1664,48,0,clueweb12-0914wb-76-18333,1
1665,48,0,clueweb12-0001wb-99-04955,0
1666,48,0,clueweb12-1312wb-19-14578,0
1667,48,0,clueweb12-0111wb-37-00983,2
1668,48,0,clueweb12-0700tw-70-20539,0
1669,48,0,clueweb12-1000wb-28-28642,1
1670,48,0,clueweb12-1500tw-77-20272,1
1671,48,0,clueweb12-0204wb-06-23898,1
1672,48,0,clueweb12-0400tw-53-19041,0
1673,48,0,clueweb12-0004wb-18-02356,0
1674,48,0,clueweb12-0505wb-36-26006,0
1675,48,0,clueweb12-0504wb-81-05982,1
1676,48,0,clueweb12-0400tw-87-02316,0
1677,48,0,clueweb12-1312wb-34-24464,0
1678,48,0,clueweb12-1312wb-22-27179,0
1679,48,0,clueweb12-1010wb-13-19165,1
1680,48,0,clueweb12-0700tw-52-13703,0
1681,48,0,clueweb12-1813wb-27-00181,0
1682,48,0,clueweb12-1805wb-95-02075,0
1683,48,0,clueweb12-1708wb-11-20073,0
1684,48,0,clueweb12-1900wb-34-05421,0
1685,48,0,clueweb12-1911wb-46-17103,1
1686,48,0,clueweb12-1606wb-73-32261,1
1687,48,0,clueweb12-1906wb-01-02152,0
1688,48,0,clueweb12-1716wb-47-10915,0
1689,48,0,clueweb12-1711wb-70-26948,0
1690,48,0,clueweb12-1706wb-10-04699,0
1691,48,0,clueweb12-1700tw-63-03637,0
1692,48,0,clueweb12-1700tw-18-08624,0
1693,48,0,clueweb12-0818wb-86-19835,1
1694,48,0,clueweb12-0800tw-59-13886,1
1695,49,0,clueweb12-1201wb-49-25811,0
1696,49,0,clueweb12-1802wb-66-10986,0
1697,49,0,clueweb12-1205wb-85-06493,2
1699,49,0,clueweb12-1805wb-06-15177,0
1700,49,0,clueweb12-1800tw-47-15424,0
1701,49,0,clueweb12-0103wb-25-17139,0
1702,49,0,clueweb12-1706wb-77-05038,0
1703,49,0,clueweb12-0714wb-44-02573,0
1704,49,0,clueweb12-1117wb-28-20963,0
1705,49,0,clueweb12-0806wb-63-23658,0
1706,49,0,clueweb12-1901wb-90-14942,1
1707,49,0,clueweb12-0000wb-01-03568,0
1708,49,0,clueweb12-0000wt-00-09789,1
1710,49,0,clueweb12-0006wb-46-13419,0
1711,49,0,clueweb12-1611wb-86-27446,1
1712,49,0,clueweb12-0006wb-45-30737,0
1713,49,0,clueweb12-1700wb-69-13329,1
1714,49,0,clueweb12-1501wb-42-03398,0
1715,49,0,clueweb12-0700wb-25-11990,0
1716,49,0,clueweb12-1401wb-59-21770,0
1717,49,0,clueweb12-0202wb-37-23656,0
1718,49,0,clueweb12-1402wb-32-34254,0
1719,49,0,clueweb12-1804wb-14-00269,1
1720,49,0,clueweb12-0107wb-75-25568,0
1721,49,0,clueweb12-0310wb-51-09514,0
1722,49,0,clueweb12-0404wb-98-02613,0
1723,49,0,clueweb12-0405wb-86-16721,0
1724,49,0,clueweb12-0501wb-06-32013,0
1725,49,0,clueweb12-0510wb-50-07847,0
1726,49,0,clueweb12-0609wb-57-22969,0
1728,49,0,clueweb12-0303wb-33-20170,0
1729,49,0,clueweb12-0301wb-22-12423,0
1730,49,0,clueweb12-0204wb-52-18476,0
1731,49,0,clueweb12-1203wb-43-20234,1
1732,49,0,clueweb12-0800tw-77-11083,1
1733,49,0,clueweb12-0800tw-77-11082,1
1734,49,0,clueweb12-0612wb-33-27039,0
1735,49,0,clueweb12-0915wb-29-20231,1
1736,49,0,clueweb12-0006wb-89-32924,0
1737,49,0,clueweb12-1313wb-19-08565,1
1738,49,0,clueweb12-1312wb-26-00858,0
1739,49,0,clueweb12-0702wb-87-05757,0
1740,50,0,clueweb12-0600wb-78-02471,0
1741,50,0,clueweb12-0601wb-95-26701,0
1742,50,0,clueweb12-0709wb-53-11483,1
1743,50,0,clueweb12-0100tw-52-01183,1
1744,50,0,clueweb12-0003wb-46-25868,0
1745,50,0,clueweb12-0100wb-12-08828,0
1746,50,0,clueweb12-1705wb-20-02130,0
1747,50,0,clueweb12-0003wb-46-25874,0
1748,50,0,clueweb12-0211wb-68-04353,0
1749,50,0,clueweb12-0404wb-84-00545,1
1750,50,0,clueweb12-0809wb-58-16075,0
1751,50,0,clueweb12-0004wb-47-14109,0
1752,50,0,clueweb12-0112wb-15-27264,0
1753,50,0,clueweb12-0109wb-22-25583,0
1754,50,0,clueweb12-0109wb-05-31146,0
1755,50,0,clueweb12-0005wb-10-04051,0
1756,50,0,clueweb12-0511wb-54-07394,0
1757,50,0,clueweb12-1118wb-66-22230,1
1758,50,0,clueweb12-0512wb-26-08651,0
1759,50,0,clueweb12-0209wb-28-14277,0
1760,50,0,clueweb12-1100tw-39-18660,0
1761,50,0,clueweb12-0815wb-96-23302,0
1762,50,0,clueweb12-0601wb-16-11914,0
1763,50,0,clueweb12-0717wb-28-18815,0
1764,50,0,clueweb12-0901tw-08-04959,1
1765,50,0,clueweb12-1309wb-01-22646,0
1766,50,0,clueweb12-0906wb-59-35875,0
1767,50,0,clueweb12-0813wb-48-28167,0
1768,50,0,clueweb12-0916wb-43-21848,0
1769,50,0,clueweb12-1702wb-33-10935,1
1770,50,0,clueweb12-1701wb-63-21778,1
1771,50,0,clueweb12-1700wb-61-33753,0
1772,50,0,clueweb12-1512wb-44-35166,0
1773,50,0,clueweb12-1406wb-66-19634,0
1774,50,0,clueweb12-1405wb-72-15141,0
1775,50,0,clueweb12-1313wb-52-17838,0
1776,50,0,clueweb12-1308wb-54-27483,0
1778,50,0,clueweb12-1200tw-39-15054,0
1780,50,0,clueweb12-1000tw-07-02287,0
1781,50,0,clueweb12-1300tw-70-00891,0
1782,50,0,clueweb12-0206wb-00-16297,0
1783,54,0,clueweb12-0205wb-64-11095,0
1784,54,0,clueweb12-0501wb-64-06459,1
1785,54,0,clueweb12-0207wb-30-15337,0
1786,54,0,clueweb12-0906wb-38-27123,0
1787,54,0,clueweb12-0907wb-55-11510,0
1788,54,0,clueweb12-0207wb-04-07438,0
1790,54,0,clueweb12-0100tw-32-11180,1
1791,54,0,clueweb12-1104wb-00-11207,0
1792,54,0,clueweb12-0205wb-64-11110,0
1793,54,0,clueweb12-0901tw-08-02614,2
1794,54,0,clueweb12-1900tw-56-19024,0
1795,54,0,clueweb12-1500wb-27-28366,0
1796,54,0,clueweb12-0408wb-28-26620,2
1797,54,0,clueweb12-1614wb-95-19726,0
1798,54,0,clueweb12-0510wb-61-21259,0
1799,54,0,clueweb12-0207wb-04-07436,0
1800,54,0,clueweb12-0704wb-39-05532,0
1801,54,0,clueweb12-1200tw-35-15476,2
1802,54,0,clueweb12-0001wb-41-32252,1
1803,54,0,clueweb12-1902wb-09-24811,0
1804,54,0,clueweb12-1700wb-33-14262,1
1805,54,0,clueweb12-0110wb-15-08091,2
1807,54,0,clueweb12-0900tw-56-08927,0
1808,54,0,clueweb12-0207wb-10-11148,0
1809,54,0,clueweb12-0713wb-38-15759,0
1810,54,0,clueweb12-1909wb-62-28881,1
1811,54,0,clueweb12-1102wb-49-01588,1
1812,54,0,clueweb12-1115wb-70-07606,0
1813,54,0,clueweb12-0011wb-59-07434,0
1814,54,0,clueweb12-1314wb-90-00082,0
1815,54,0,clueweb12-0111wb-37-33346,2
1816,54,0,clueweb12-0201wb-88-31872,0
1817,54,0,clueweb12-0816wb-26-25594,0
1818,54,0,clueweb12-1309wb-60-17232,0
1819,54,0,clueweb12-0600wb-01-03421,0
1820,54,0,clueweb12-1000wb-32-18479,0
1821,54,0,clueweb12-0205wb-64-11109,0
1822,54,0,clueweb12-0004wb-13-18192,1
1823,54,0,clueweb12-0510wb-54-31881,0
1824,54,0,clueweb12-0105wb-14-33598,0
1826,54,0,clueweb12-0002wb-84-23213,0
1827,54,0,clueweb12-1511wb-11-09723,1
1828,66,0,clueweb12-0800tw-54-09881,1
1829,66,0,clueweb12-0810wb-05-22343,0
1831,66,0,clueweb12-1902wb-88-25656,0
1832,66,0,clueweb12-1605wb-42-17179,1
1833,66,0,clueweb12-0403wb-61-16056,0
1834,66,0,clueweb12-1500tw-35-09927,0
1835,66,0,clueweb12-1909wb-84-09301,0
1836,66,0,clueweb12-0100tw-14-18340,1
1837,66,0,clueweb12-0300wb-05-24419,1
1838,66,0,clueweb12-1910wb-88-05878,2
1839,66,0,clueweb12-0107wb-53-01220,2
1840,66,0,clueweb12-1809wb-42-03640,1
1841,66,0,clueweb12-1500tw-48-02314,0
1842,66,0,clueweb12-0211wb-86-17446,1
1843,66,0,clueweb12-0800tw-07-01103,1
1844,66,0,clueweb12-0305wb-41-05108,0
1845,66,0,clueweb12-1210wb-22-14980,0
1846,66,0,clueweb12-1809wb-94-01783,1
1847,66,0,clueweb12-1807wb-14-00904,0
1848,66,0,clueweb12-1807wb-24-08094,0
1849,66,0,clueweb12-1802wb-22-26433,0
1850,66,0,clueweb12-1102wb-30-25538,0
1852,66,0,clueweb12-0304wb-44-17532,0
1853,66,0,clueweb12-1812wb-14-21255,0
1854,66,0,clueweb12-1907wb-99-25806,1
1855,66,0,clueweb12-0211wb-31-14241,0
1856,66,0,clueweb12-0206wb-13-30083,0
1857,66,0,clueweb12-1409wb-84-23491,0
1858,66,0,clueweb12-0201wb-32-11506,1
1860,66,0,clueweb12-1504wb-76-05055,1
1861,66,0,clueweb12-1108wb-45-25190,0
1862,66,0,clueweb12-0300wb-69-07842,1
1863,66,0,clueweb12-1008wb-43-22720,0
1864,66,0,clueweb12-1802wb-69-20855,1
1865,66,0,clueweb12-1212wb-50-22611,0
1867,66,0,clueweb12-1113wb-23-27466,1
1868,66,0,clueweb12-0709wb-98-03814,2
1869,66,0,clueweb12-1415wb-94-25767,0
1873,66,0,clueweb12-0709wb-98-03816,1
